"SERIE","TIPO","ESTADO","EDAD","TIPOAP","FECUP","FECPAR","SEXO","SEXO1","BECER","BECER1","OBSPAR","EDOBEC","EDOBEC1","RAZABE","PESOIB","PESOIB1","IENTPAR","COD","CODAP","MARCABEC1","MARCABEC2","CAUSAnm","OBSERnm","Historia","NCICLO"
"4810","","","","VACA PROD.VACIA","1997-02-15 00:00:00","1998-04-16 00:00:00","HEMBRA","","G8070","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","12","","","","","False",""
"4811","","","","VACA PROD.VACIA","1996-09-12 00:00:00","1997-01-20 00:00:00","HEMBRA","","F8009","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","  4","14","12","","","","","False",""
"4811","","","","VACA VACIA","1997-01-20 00:00:00","1998-04-16 00:00:00","MACHO","","G8076","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","14","11","","","","","False",""
"4811","","","","","","1996-09-12 00:00:00","MACHO","","E8108","","","","","","0","0","0","14","","","","","","False",""
"4813","","","","VACA PROD.VACIA","1997-08-24 00:00:00","1998-08-05 00:00:00","MACHO","","G8117","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"4813","","","","VACA VACIA","","1997-08-24 00:00:00","MACHO","","F8103","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4814","","","","VACA VACIA","1996-09-15 00:00:00","1996-09-15 00:00:00","MACHO","","E8111","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","  0","14","11","","","","","False",""
"4814","","","","VACA PROD.VACIA","1997-08-24 00:00:00","1998-08-05 00:00:00","MACHO","","G8110","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"4814","","","","VACA VACIA","1996-09-15 00:00:00","1997-08-24 00:00:00","MACHO","","F8101","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"4815","","","","VACA PROD.VACIA","1997-05-03 00:00:00","1998-07-31 00:00:00","HEMBRA","","G8107","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","14","12","","","","","False",""
"4815","","","","VACA VACIA","","1997-05-03 00:00:00","HEMBRA","","F8058","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4819","","","","VACA VACIA","","1996-11-25 00:00:00","HEMBRA","","E8149","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4819","","","","VACA PROD.VACIA","1996-11-25 00:00:00","1997-11-22 00:00:00","HEMBRA","","F8144","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"4822","","","","VACA VACIA","","1997-03-04 00:00:00","HEMBRA","","F8029","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4823","","","","VACA VACIA","","1997-03-30 00:00:00","HEMBRA","","F8036","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4825","","","","VACA VACIA","","1996-11-28 00:00:00","HEMBRA","","E8153","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4826","","","","VACA VACIA","","1997-06-29 00:00:00","HEMBRA","","F8078","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4827","","","","VACA VACIA","","1997-01-27 00:00:00","HEMBRA","","F8013","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4828","","","","VACA VACIA","","1997-12-22 00:00:00","MACHO","","F8177","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4829","","","","VACA VACIA","","1997-06-28 00:00:00","HEMBRA","","F8077","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4830","","","","","","1996-10-22 00:00:00","HEMBRA","","E8131","","","","","","0","0","0","14","","","","","","False",""
"4830","","","","","1996-10-22 00:00:00","1997-10-23 00:00:00","MACHO","","F8133","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","","","","","","False",""
"4832","","","","VACA PROD.VACIA","1997-04-10 00:00:00","1998-08-05 00:00:00","MACHO","","G8112","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","12","","","","","False",""
"4832","","","","VACA PROD.VACIA","","1997-04-10 00:00:00","HEMBRA","","F8040","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","12","","","","","False",""
"4833","","","","VACA VACIA","","1998-03-19 00:00:00","MACHO","","G8066","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4834","","","","","","1997-02-28 00:00:00","HEMBRA","","F8026","","","","","","0","0","0","14","","","","","","False",""
"4835","","","","VACA VACIA","","1997-07-01 00:00:00","MACHO","","F8080","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4835","","","","VACA VACIA","1997-07-01 00:00:00","1998-07-28 00:00:00","MACHO","","G8100","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","11","","","","","False",""
"4836","","","","VACA VACIA","","1997-08-03 00:00:00","HEMBRA","","F8092","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4837","","","","VACA VACIA","","1997-08-10 00:00:00","HEMBRA","","F8095","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4837","","","","VACA PROD.VACIA","1997-08-10 00:00:00","1998-08-05 00:00:00","MACHO","","G8116","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"4838","","","","","","1997-03-04 00:00:00","MACHO","","F8028","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","","","","","","False",""
"4839","","","","VACA VACIA","","1997-11-21 00:00:00","MACHO","","F8143","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4840","","","","VACA PROD.VACIA","1997-06-19 00:00:00","1998-08-05 00:00:00","HEMBRA","","G8113","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","12","","","","","False",""
"4840","","","","VACA VACIA","","1997-06-19 00:00:00","HEMBRA","","F8073","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4841","","","","","","1997-02-11 00:00:00","HEMBRA","","F8017","","","","","","0","0","0","14","","","","","","False",""
"4842","","","","VACA VACIA","","1997-08-28 00:00:00","MACHO","","F8105","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4842","","","","VACA PROD.VACIA","1997-08-28 00:00:00","1998-07-31 00:00:00","MACHO","","G8106","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"4843","","","","VACA VACIA","","1996-12-05 00:00:00","HEMBRA","","E8158","","","CONDICION 1","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4844","","","","VACA VACIA","","1997-05-05 00:00:00","HEMBRA","","F8061","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4845","","","","VACA VACIA","","1997-10-19 00:00:00","MACHO","","F8130","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4846","","","","VACA VACIA","","1997-05-17 00:00:00","HEMBRA","","F8066","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4847","","","","VACA VACIA","","1997-06-21 00:00:00","MACHO","","F8075","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4847","","","","VACA PROD.VACIA","1997-06-21 00:00:00","1998-08-18 00:00:00","HEMBRA","","G8128","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","12","","","","","False",""
"4849","","","","VACA VACIA","","1997-08-03 00:00:00","HEMBRA","","F8091","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4850","","","","VACA VACIA","","1997-05-23 00:00:00","HEMBRA","","F8068","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4851","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8131","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4852","","","","VACA VACIA","","1997-12-23 00:00:00","MACHO","","F8178","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4853","","","","VACA PROD.VACIA","1997-06-27 00:00:00","1998-08-05 00:00:00","HEMBRA","","G8109","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"4853","","","","","","1997-06-27 00:00:00","MACHO","","F8076","","","","","","0","0","0","14","","","","","","False",""
"4854","","","","VACA VACIA","","1997-09-29 00:00:00","MACHO","","F8119","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4858","","","","VACA VACIA","","1997-07-01 00:00:00","MACHO","","F8081","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4859","","","","VACA VACIA","","1997-12-21 00:00:00","HEMBRA","","F8172","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4860","","","","VACA VACIA","","1997-12-22 00:00:00","MACHO","","F8174","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4861","","","","VACA VACIA","","1997-09-11 00:00:00","MACHO","","F8110","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4862","","","","VACA VACIA","","1997-12-17 00:00:00","MACHO","","F8168","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4863","","","","VACA VACIA","","1998-01-12 00:00:00","MACHO","","G8040","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4864","","","","VACA VACIA","","1997-12-02 00:00:00","HEMBRA","","F8152","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4865","","","","VACA VACIA","","1997-09-19 00:00:00","HEMBRA","","F8115","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4867","","","","VACA VACIA","","1997-12-22 00:00:00","MACHO","","F8176","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4869","","","","VACA VACIA","1997-08-18 00:00:00","1998-07-28 00:00:00","HEMBRA","","G8103","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"4869","","","","VACA VACIA","","1997-08-18 00:00:00","HEMBRA","","F8099","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4870","","","","VACA PROD.VACIA","1997-09-03 00:00:00","1998-09-22 00:00:00","HEMBRA","","G8148","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"4871","","","","VACA VACIA","","1997-12-02 00:00:00","HEMBRA","","F8153","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4872","","","","VACA VACIA","","1997-07-22 00:00:00","HEMBRA","","F8087","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4874","","","","VACA VACIA","","1998-06-15 00:00:00","HEMBRA","","G8093","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"4893","","","","VACA VACIA","","1998-01-01 00:00:00","HEMBRA","","F8182","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"505","","","","VACA VACIA","1996-01-08 00:00:00","1996-12-08 00:00:00","HEMBRA","","E8162","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"505","","","","VACA PROD.VACIA","1997-10-22 00:00:00","1998-09-17 00:00:00","HEMBRA","","G8143","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"505","","","","VACA VACIA","1996-12-08 00:00:00","1997-10-22 00:00:00","HEMBRA","","F8132","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"505","","","","VACA VACIA","1995-02-13 00:00:00","1996-01-08 00:00:00","MACHO","","E8011","","_","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"529","","","","VACA PROD.VACIA","1996-06-15 00:00:00","1997-04-18 00:00:00","MACHO","","F8047","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"529","","","","VACA VACIA","1994-01-07 00:00:00","1996-06-15 00:00:00","MACHO","","E8075","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 30","15","11","","","","","False",""
"536","","","","VACA VACIA","1994-11-21 00:00:00","1995-10-12 00:00:00","MACHO","","D812-1","","_","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"549","","","","VACA VACIA","1995-01-10 00:00:00","1996-01-05 00:00:00","MACHO","","E8009","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"549","","","","VACA VACIA","1996-01-05 00:00:00","1996-12-21 00:00:00","MACHO","","E8170","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","11","","","","","False",""
"549","","","","VACA PROD.VACIA","1996-12-21 00:00:00","1997-12-27 00:00:00","MACHO","","F8180","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"550","","","","VACA PROD.VACIA","1995-10-03 00:00:00","1996-11-22 00:00:00","HEMBRA","","E8148","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","12","","","","","False",""
"550","","","","VACA PROD.VACIA","1996-11-22 00:00:00","1997-10-02 00:00:00","HEMBRA","","F8122","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"550","","","","VACA VACIA","1994-11-06 00:00:00","1995-10-03 00:00:00","MACHO","","D812-3","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"557","","","","VACA PROD.VACIA","1996-04-01 00:00:00","1997-03-01 00:00:00","HEMBRA","","F8027","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"557","","","","VACA VACIA","1997-03-01 00:00:00","1998-02-08 00:00:00","HEMBRA","","G8094","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"557","","","","VACA VACIA","1993-11-21 00:00:00","1996-04-01 00:00:00","MACHO","","E8044","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 29","14","11","","","","","False",""
"558","","","","VACA VACIA","1996-01-08 00:00:00","1996-11-26 00:00:00","HEMBRA","","E8151","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"558","","","","VACA VACIA","1995-02-22 00:00:00","1996-01-08 00:00:00","HEMBRA","","E8012","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"558","","","","VACA VACIA","1996-11-26 00:00:00","1997-10-19 00:00:00","HEMBRA","","F8129","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"558","","","","VACA PROD.VACIA","1997-10-19 00:00:00","1998-09-09 00:00:00","HEMBRA","","G8140","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"559","","","","VACA VACIA","1996-11-19 00:00:00","1997-10-15 00:00:00","MACHO","","F8128","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"559","","","","VACA VACIA","1995-02-09 00:00:00","1996-01-01 00:00:00","HEMBRA","","E8002","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"559","","","","VACA VACIA","1996-01-01 00:00:00","1996-11-19 00:00:00","HEMBRA","","E8146","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"563","","","","VACA VACIA","1994-07-05 00:00:00","1996-06-25 00:00:00","MACHO","","E8084","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 24","14","11","","","","","False",""
"563","","","","VACA PROD.VACIA","1996-06-25 00:00:00","1997-05-10 00:00:00","HEMBRA","","F8063","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","12","","","","","False",""
"571","","","","VACA PROD.VACIA","1996-12-31 00:00:00","1997-12-16 00:00:00","MACHO","","F8166","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"571","","","","VACA PROD.VACIA","1994-10-02 00:00:00","1996-12-31 00:00:00","MACHO","","E8174","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 27","14","12","","","","","False",""
"577","","","","VACA PROD.VACIA","1994-06-20 00:00:00","1996-06-26 00:00:00","HEMBRA","","E8085","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 25","14","12","","","","","False",""
"577","","","","VACA PROD.VACIA","1996-06-26 00:00:00","1997-06-05 00:00:00","MACHO","","F8071","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","12","","","","","False",""
"579","","","","VACA VACIA","1994-09-27 00:00:00","1995-09-19 00:00:00","MACHO","","D810-4","","_","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"579","","","","VACA VACIA","1996-08-18 00:00:00","1997-08-12 00:00:00","HEMBRA","","F8098","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","11","","","","","False",""
"579","","","","VACA VACIA","1995-09-19 00:00:00","1996-08-18 00:00:00","HEMBRA","","E8098","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"581","","","","VACA VACIA","1996-10-16 00:00:00","1997-11-02 00:00:00","MACHO","","F8136","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","11","","","","","False",""
"581","","","","VACA VACIA","1995-12-06 00:00:00","1996-10-16 00:00:00","MACHO","","E8128","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"581","","","","VACA VACIA","1995-01-15 00:00:00","1995-12-06 00:00:00","HEMBRA","","D8150","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"584","","","","","1994-04-28 00:00:00","1995-06-02 00:00:00","MACHO","","D8067","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","","","","","","False",""
"584","","","","VACA PROD.VACIA","1995-06-02 00:00:00","1996-11-15 00:00:00","MACHO","","E8143","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 18","14","12","","","","","False",""
"585","","","","","1994-11-17 00:00:00","1996-01-04 00:00:00","MACHO","","E8006","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","","","","","","False",""
"585","","","","VACA PROD.VACIA","1996-12-12 00:00:00","1998-03-19 00:00:00","MACHO","","G8058","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","14","12","","","","","False",""
"585","","","","VACA VACIA","1996-01-04 00:00:00","1996-12-12 00:00:00","HEMBRA","","E8163","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"586","","","","VACA VACIA","1995-09-21 00:00:00","1997-01-13 00:00:00","HEMBRA","","F8005","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","11","","","","","False",""
"586","","","","VACA VACIA","1994-10-26 00:00:00","1995-09-21 00:00:00","HEMBRA","","D811-0","","COLORADO","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"586","","","","VACA PROD.VACIA","1997-01-13 00:00:00","1997-12-15 00:00:00","HEMBRA","","F8165","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"589","","","","VACA VACIA","1996-09-27 00:00:00","1997-08-22 00:00:00","MACHO","","F8100","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"589","","","","VACA VACIA","1994-07-17 00:00:00","1996-09-27 00:00:00","MACHO","","E8117","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 27","14","11","","","","","False",""
"6502","","","","","1994-06-27 00:00:00","1995-05-02 00:00:00","MACHO","","D8052","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","","","","","","False",""
"6502","","","","VACA VACIA","1995-05-02 00:00:00","1996-12-03 00:00:00","MACHO","","E8156","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 19","14","11","","","","","False",""
"6502","","","","VACA PROD.VACIA","1996-12-03 00:00:00","1997-11-29 00:00:00","MACHO","","F8148","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"6505","","","","","1994-07-22 00:00:00","1995-06-11 00:00:00","HEMBRA","","D8071","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","","","","","","False",""
"6510","","","","VACA VACIA","1994-10-07 00:00:00","1996-01-02 00:00:00","HEMBRA","","E8005","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","15","11","","","","","False",""
"6511","","","","VACA VACIA","1996-03-11 00:00:00","1997-06-19 00:00:00","MACHO","","F8074","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","11","","","","","False",""
"6511","","","","","1994-11-19 00:00:00","1996-03-11 00:00:00","MACHO","","E8039","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","","","","","","False",""
"6511","","","","VACA PROD.VACIA","1997-06-19 00:00:00","1998-09-09 00:00:00","MACHO","","G8137","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","14","12","","","","","False",""
"6512","","","","VACA PROD.VACIA","1996-12-08 00:00:00","1997-11-04 00:00:00","HEMBRA","","F8137","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"6512","","","","VACA PROD.VACIA","1994-12-01 00:00:00","1996-12-08 00:00:00","MACHO","","E8161","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 25","14","12","","","","","False",""
"6514","","","","VACA VACIA","1995-09-13 00:00:00","1996-09-26 00:00:00","MACHO","","E8116","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","15","11","","","","","False",""
"6514","","","","VACA VACIA","1994-10-31 00:00:00","1995-09-13 00:00:00","MACHO","","D810-2","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"6515","","","","VACA VACIA","1995-04-25 00:00:00","1996-03-16 00:00:00","HEMBRA","","E8043","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"6515","","","","VACA PROD.VACIA","1997-03-05 00:00:00","1998-01-21 00:00:00","MACHO","","G8043","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"6515","","","","VACA PROD.VACIA","1996-03-16 00:00:00","1997-03-05 00:00:00","MACHO","","F8030","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"6516","","","","VACA VACIA","1995-11-23 00:00:00","1997-03-10 00:00:00","HEMBRA","","F8032","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","11","","","","","False",""
"6516","","","","VACA PROD.VACIA","1997-03-10 00:00:00","1998-03-07 00:00:00","HEMBRA","","G8055","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"6517","","","","VACA VACIA","1995-02-09 00:00:00","1996-10-10 00:00:00","HEMBRA","","E8124","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 20","14","11","","","","","False",""
"6517","","","","VACA VACIA","1996-10-10 00:00:00","1997-09-13 00:00:00","MACHO","","F8113","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"7002","","","","VACA PROD.VACIA","1994-08-13 00:00:00","1996-05-13 00:00:00","MACHO","","E8059","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 21","15","12","","","","","False",""
"7002","","","","VACA PROD.VACIA","1996-05-13 00:00:00","1997-04-10 00:00:00","MACHO","","F8041","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"7003","","","","VACA PROD.VACIA","1996-04-17 00:00:00","1997-02-16 00:00:00","HEMBRA","","F8021","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"7003","","","","VACA VACIA","1994-04-25 00:00:00","1996-04-17 00:00:00","MACHO","","E8051","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 24","14","11","","","","","False",""
"7003","","","","VACA VACIA","1997-02-16 00:00:00","1997-01-13 00:00:00","HEMBRA","","G8041","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," -1","14","11","","","","","False",""
"7003","","","","VACA VACIA","1997-02-16 00:00:00","1998-01-13 00:00:00","HEMBRA","","G8041","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"7009","","","","VACA VACIA","1995-01-15 00:00:00","1996-01-12 00:00:00","MACHO","","E8015","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"7013","","","","VACA VACIA","1996-11-07 00:00:00","1997-09-13 00:00:00","MACHO","","F8112","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","11","","","","","False",""
"7013","","","","VACA VACIA","1995-09-26 00:00:00","1996-11-07 00:00:00","MACHO","","E8138","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","11","","","","","False",""
"7013","","","","VACA VACIA","1994-11-17 00:00:00","1995-09-26 00:00:00","MACHO","","D811-5","","COLORADO","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","15","11","","","","","False",""
"7013","","","","VACA PROD.VACIA","1997-09-13 00:00:00","1998-09-22 00:00:00","MACHO","","G8147","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"7014","","","","VACA PROD.VACIA","1997-02-08 00:00:00","1997-12-03 00:00:00","MACHO","","F8156","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"7014","","","","VACA PROD.VACIA","1996-03-16 00:00:00","1997-02-08 00:00:00","MACHO","","F8016","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"7014","","","","","1994-05-23 00:00:00","1996-03-16 00:00:00","MACHO","","E8040","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 22","14","","","","","","False",""
"7015","","","","VACA VACIA","1995-01-30 00:00:00","1996-02-06 00:00:00","HEMBRA","","E8025","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"7016","","","","VACA VACIA","1995-02-09 00:00:00","1996-05-08 00:00:00","MACHO","","E8057","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","14","11","","","","","False",""
"7016","","","","VACA PROD.VACIA","1996-05-08 00:00:00","1997-05-01 00:00:00","MACHO","","F8056","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","12","","","","","False",""
"7016","","","","VACA VACIA","1997-05-01 00:00:00","1998-04-16 00:00:00","MACHO","","G8071","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","11","","","","","False",""
"7017","","","","","1995-03-25 00:00:00","1996-02-27 00:00:00","MACHO","","E8036","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","","","","","","False",""
